mfcc,labels
"[-2.3364262e+02  8.7524429e+01 -2.2214460e+01  5.2048756e+01
 -8.5756073e+00  2.4966368e+01 -1.8236242e+01  1.8883245e+00
 -9.1320047e+00 -2.2732636e-01 -1.7069843e+01 -3.0311315e+00
 -9.7932873e+00]",reggae
"[-169.36552     83.94522     11.21859     12.120247    21.056637
    9.510337     0.9373275    2.19974      0.8741442    1.6558639
   -0.4098269    0.7329442   -4.7800174]",reggae
"[-67.11288    80.68692   -43.87355    57.721367  -12.790038   33.588192
  -7.73336    14.119094   -1.2372346   7.4127393  -2.044152    6.0994887
  -6.627344 ]",reggae
"[-194.54175    118.60043     -6.408212    40.801094    -3.293511
   25.461584    -9.303606    11.395713    -6.1569276   15.344735
   -5.162594     5.759956    -6.2791595]",reggae
"[-251.33118     105.8357        2.1622968    32.47585      16.535753
    8.277351     10.350331      5.496451      0.8677846     8.342784
   -0.62853765    9.887255     -1.8475658 ]",reggae
"[-1.77283569e+02  1.10989265e+02 -1.56646852e+01  3.67674561e+01
  5.34771830e-02  2.44596195e+01 -3.75882673e+00  1.84215527e+01
 -3.35689402e+00  1.37891588e+01 -2.09242797e+00  8.60301113e+00
 -5.94291401e+00]",reggae
"[-239.98523    108.75726     -8.204985    32.188335    -8.809303
   18.63971     -4.6758165   15.522415    -3.718153    14.518621
   -4.797607     6.4072766   -2.9404187]",reggae
"[-88.075615  109.439316  -25.164967   40.39529    -8.778365   24.714594
 -11.525629   18.510265   -8.291809   17.030918   -8.433278    9.7990465
 -12.903516 ]",reggae
"[-182.2128      83.50317      4.883158    12.692699    30.064579
   17.202955     6.1048517    7.6960196    7.1469874    8.881941
   -2.1440816    5.7184424    1.4553062]",reggae
"[-120.34942     16.420616    25.026825    37.238605     9.279794
   13.024576     3.2330544    5.978342     4.086191     1.7150491
    1.9000336    2.6751618    2.0213578]",reggae
"[-198.73212    102.408325    -9.996929    30.804916    -3.2927678
   20.279371    -5.631608    28.096033   -11.504986    18.203848
   -7.3605947   12.280453    -4.3624167]",reggae
"[-285.87192    138.68126     19.889305    35.23311     -8.018051
    7.0739436    5.4022317   -3.2044294   -1.1590016    3.1945817
    1.4917815   -4.045572    -6.3234906]",reggae
"[-223.38548    114.23247     -4.411992    40.19879     -5.0810466
   24.666904     0.7201275   17.04557     -2.362455    11.148087
   -3.0845997    6.123611    -5.6872363]",reggae
"[-8.5340233e+01  6.0939640e+01  3.4792561e+01  1.9793852e+01
  1.6717466e+01  7.9690657e+00  9.3023100e+00  1.1351191e+01
  1.3844681e+00 -8.3008565e-02  6.4046226e+00  3.6226318e+00
  5.6589608e+00]",reggae
"[-202.04497    111.10007      8.902879    51.81522      1.3010833
   30.039171    -4.5082717   22.444958    -7.142242    11.495427
   -4.753539    10.595638    -2.6359422]",reggae
"[-1.3295634e+02  1.1710544e+02 -2.7939982e+00  2.2532909e+01
  2.5915470e+01  2.8717518e-01  1.3512287e+01  3.4034069e+00
  4.5273428e+00  5.4650503e-01 -6.9268525e-02  5.0954561e+00
 -1.5438730e-01]",reggae
"[-157.81721    109.850296     8.465338    41.79409      5.1190033
   25.75197    -12.951751    22.064224   -15.503763    14.367299
  -11.917588    11.595214   -10.627039 ]",reggae
"[-184.58188    106.214096     4.000761    38.70891      8.411526
   30.451197    -3.3438368   20.298872    -1.5424037   15.916831
   -6.5128145   13.191903    -1.7114568]",reggae
"[-1.3038496e+02  8.4303352e+01  2.9343412e+01  2.3830009e+01
  8.2692804e+00  1.3854762e+01  2.2300909e+00  2.9289229e+00
  2.5831263e+00  9.7250000e-02  2.3351214e+00  2.7418041e+00
  3.7526884e+00]",reggae
"[-177.70435    113.62593      2.321533    35.830685     1.597782
   34.69096     -8.738595    16.286312    -9.326431    14.186765
   -2.0729208   13.133845    -7.250175 ]",reggae
"[-177.4196       89.655815      9.641184     65.465866     -0.99790883
   15.532966      8.030997     16.351894      0.27241865    2.6379752
    2.8926406     0.6466755     2.5855827 ]",reggae
"[-127.3255       65.99195       4.441192     30.03376      16.642286
   16.512138     -6.404064     15.292219      4.611589      5.086445
    5.585365     -0.78358966    6.055245  ]",reggae
"[-249.37834     111.5012       11.24206      41.338905     -2.882327
   34.554188      0.42828354   22.32778      -9.970537     10.225955
   -2.7978456     8.755896     -1.4459752 ]",reggae
"[-1.3814923e+02  1.0149220e+02 -3.5342739e+01  3.6134861e+01
 -9.4982462e+00  1.4763237e+01 -2.3156758e-01  1.1520837e+01
 -2.1008186e+00  3.4033105e+00  4.1968970e+00  1.3718976e-01
  9.0180264e+00]",reggae
"[-175.5785    104.87788   -15.688772   27.520798   -8.110774   24.028858
  -10.312878   18.851536   -8.380903   11.8507     -7.579116   12.561645
   -6.039826]",reggae
"[-194.36122     157.1069      -14.131716     44.067635      3.4900806
   17.45554       2.9821827     5.8288302     3.0098605     1.0710149
    2.5813632     0.79855055    0.6509365 ]",reggae
"[-104.17264      83.90962      18.852966     28.91025      10.622362
    9.324545      9.320574      6.528051      3.003524      2.485452
    2.7980242    -0.19782674    3.1041365 ]",reggae
"[-207.39706    134.70505     -9.09317     38.44704      6.303592
   22.595772    -8.299388    16.295506    -8.471838     4.1403346
   -4.3538995    6.340493    -6.9138722]",reggae
"[-242.43837     98.31112     -3.823008    46.033684     3.2677617
   29.203753     8.860404    26.992907     4.7140493   13.135102
   -0.6497431   12.06008      3.0021527]",reggae
"[-201.19154    104.14675    -15.439406    30.81282     14.260963
   31.42331     -7.8610983   17.96708     -4.053848    16.94223
  -11.208057    12.122964    -5.282073 ]",reggae
"[-105.91556     88.01672     19.373737    30.624731    10.023094
   18.013231     3.6694536    8.916311     5.8173366    8.875631
    5.66506     10.551832     5.903659 ]",reggae
"[-123.69994     66.21         8.186225    49.73067      8.53451
   25.871933    -5.3876905   12.882779    -2.5431156    6.808867
   -3.5663364    7.6386366   -2.051774 ]",reggae
"[-239.29301     98.96104     19.215805    50.779667     2.8353827
   32.239788    -1.4994841   16.72849     -7.4477024   16.716438
    1.5062196   16.054792     2.8095524]",reggae
"[-134.61238     93.53315      8.519338    34.867107     3.2853146
   15.506227     4.967833     8.540956    -1.2959113    2.7276888
    5.071606    11.859678     4.4144607]",reggae
"[-74.10668     57.996204     9.135961    29.254284    12.531283
  -0.18686539   0.15999481   1.3688495   -5.08951      1.3554952
   2.846724    -1.5618769    0.88444954]",reggae
"[-154.95241     -1.4715775   22.345402    30.435307     2.1002307
   28.60331     16.997475    13.430588     8.50513      6.4968066
    9.778131    10.906737     2.17726  ]",reggae
"[-110.21196      48.556263     29.646896     18.435993     -0.46312675
    4.653466     -2.266834     -6.5920463    -2.146058     -0.14949827
   -0.6792547     0.5426737     1.9057007 ]",reggae
"[-265.6985      80.639626     9.737633    36.647453    27.827784
   12.086293    15.0113535   15.11303      6.5591526    6.282747
    7.4844704    5.643651     4.348831 ]",reggae
"[-296.14597     93.16974    -31.418373    29.494474   -18.943125
    1.9469985  -19.490215    -6.23907    -24.016157    -7.1000185
  -14.198104     3.2807307  -10.582574 ]",reggae
"[-69.06215     79.14716     13.084549    29.383537     0.27989486
   4.1548095   -0.44261524   0.17704026   2.8039243    0.6051489
  -2.8017468   -0.51617074  -3.1838446 ]",reggae
"[-189.09105    110.86749      2.9827712   48.36251     -6.4262404
   20.728699   -12.56162     15.884038   -13.630971     9.418686
   -8.044495     8.090905   -10.641823 ]",reggae
"[-166.97626    116.62676    -44.220535    70.51435      2.317379
   16.009483    12.503331     4.093497     5.321485     4.5174103
    7.2984104    7.585032     2.9087095]",reggae
"[-192.26941    116.4957     -10.950728    29.891136    -0.659651
   21.443462   -11.864701    18.65121    -13.07924     14.465653
   -7.3812265    4.820051    -2.8101099]",reggae
"[-66.108925    97.88381    -18.831676    26.931944    14.003508
   6.0077677    9.44209     10.566116    -0.14225954   8.125619
  10.533844     8.000866     3.8141556 ]",reggae
"[-159.48033   104.85739   -10.333498   34.647846   -4.978135   26.803732
  -21.9402     23.42468   -14.025368   19.575533   -8.296037    9.729553
  -10.074868]",reggae
"[-301.49734     77.235374   -13.607271    39.30776      1.6184664
   16.896568    -7.250595    -3.6030777    1.1652853   -3.2659786
   -8.429975    -3.6008189   -2.6064856]",reggae
"[-115.755066    67.079124     1.8834685   29.096535     4.006483
   12.040894    14.014687    14.933622     2.3025777   17.06946
    7.582193     4.9902287    8.53706  ]",reggae
"[-162.50012     98.50553     -1.639287    20.811337    12.054913
   11.739406     6.0876856    4.9532595    1.6935803    3.0457835
   -0.8581664    4.114119     3.421534 ]",reggae
"[-115.755066    67.079124     1.8834685   29.096535     4.006483
   12.040894    14.014687    14.933622     2.3025777   17.06946
    7.582193     4.9902287    8.53706  ]",reggae
"[-176.76518    116.84069    -21.308065    38.76341     -5.4505615
   26.62084     -8.181732    15.778048   -10.484447    11.044603
  -10.051371     9.914849    -3.2497032]",reggae
"[-190.9372     127.41596     -3.7882676   26.704464   -12.82079
   23.924116    -8.222865     9.962504   -12.229612    13.450587
   -7.066006     1.6455317  -14.528188 ]",reggae
"[-103.16384     67.2257       2.226533    28.500446     4.1723447
   11.872512    14.247098    14.287374     3.257277    15.844996
    8.035183     4.460182     8.673221 ]",reggae
"[-147.46721    113.253334    -6.285357     9.108814    24.549637
   -9.7793      13.131395    -1.9983362   -2.7058117   12.224996
   -4.1247916   -1.0217457    1.9693737]",reggae
"[-142.86499     83.64267     21.931343    33.857204     4.630733
    4.171854     1.952955    21.814585    -5.948423     0.4980754
   17.418322   -11.4282      10.545863 ]",reggae
"[-141.76859     44.183735    21.72969     43.29263     21.732172
   11.185505     3.5456066   15.014226    -1.7388556    6.4309955
    6.9139385    0.7089671    3.9630044]",reggae
"[-174.87035     79.32584    -24.305244    17.970098    24.48427
   15.731203     7.4711018    4.228036     3.9252236    4.8089337
    2.7649367    1.7253923   -2.342609 ]",reggae
"[-155.62473     57.045925   -35.298454    33.2946     -14.18707
   25.263502     2.5250757    4.2506313    8.485698     4.5721593
    2.82714      2.5807753    2.8258266]",reggae
"[-1.6906036e+02  7.9516251e+01  1.5222343e+01  4.2739277e+01
  7.6787782e+00  1.7028755e+01 -5.9828863e+00  5.3912109e-01
  5.8045093e-02 -9.5936871e-01  8.2817239e-01 -1.5911511e+00
 -2.8918557e+00]",reggae
"[-2.38917053e+02  1.32323303e+02 -1.01721860e-01  4.12239723e+01
  2.42053032e+00  1.90892525e+01  7.95869970e+00  1.99368820e+01
 -6.28665864e-01  1.10968075e+01 -1.71368480e+00  9.94110394e+00
  3.02335143e+00]",reggae
"[-140.33403     69.64921     -9.96776     52.151146     3.2525928
    4.558453    -3.4963846    2.917758    -6.5630164   -2.6553156
   -1.734528    -6.9452724   -5.833263 ]",reggae
"[-1.05702126e+02  7.60713043e+01  1.95062351e+01  3.67429771e+01
  3.75925422e+00  1.16736937e+01  7.49007091e-02  7.10316658e+00
  7.68228865e+00  1.04564724e+01  9.80607927e-01 -2.18911242e+00
 -1.51511967e+00]",reggae
"[-1.7752110e+02  8.9960640e+01  4.5895448e+00  4.0161018e+01
  1.6618754e-01  2.3184372e+01 -9.9065495e+00  1.2780389e+01
 -7.3078594e+00  1.8747253e+01 -5.7444153e+00  6.1223145e+00
 -9.9186602e+00]",reggae
"[-209.5813     105.26066      2.570521    34.898067    15.326888
   25.199396    -6.063227    18.243076    -5.0739202    8.950725
   -1.018621     8.250103    -4.0277166]",reggae
"[-175.51059     78.04632     -2.533933    52.855835    15.844185
   24.74445      5.2989025    8.6599865    6.651282     9.80003
   -3.353283     4.116687     2.3600361]",reggae
"[-150.91212     111.7623        2.9338331    42.722355     -3.5816026
   15.140649      3.4474068     0.19413987   -4.7153597     3.853786
   -0.88617665   -5.347799      0.68960166]",reggae
"[-1.3679089e+02  7.5604507e+01 -5.3262310e+00  2.3456251e+01
  7.7529651e-01  1.2287903e+01  4.4736090e+00  5.1640868e+00
 -6.2544279e-02  9.0365496e+00  4.8868027e+00  2.3323920e+00
  5.4959455e+00]",reggae
"[-256.234      104.23237     -7.2694902   56.268616    11.037997
   27.324654     5.830772    17.782099    -1.2737304   14.674843
   -3.4666896   10.861863    -2.4603555]",reggae
"[-236.64937     91.689575     1.8816687   45.468155     1.2822024
   32.26184      9.05218     19.610588    -5.0543056   10.958242
   -4.0026364    7.531213    -0.3306265]",reggae
"[-175.1141      116.63851     -55.121067     59.89546       1.9730685
    1.0933509    14.589569     -3.2228153     2.7886484     5.7000294
   -1.8436576     7.875683      0.40088838]",reggae
"[-7.5256088e+01  4.4865067e+01  1.0096427e+01  1.1540514e+00
  1.1483595e+00 -3.1336844e+00  1.3224779e-01  5.6791928e-02
 -3.4559073e+00  1.0516598e-01 -1.9297060e+00 -2.3094442e+00
 -6.5275922e-02]",reggae
"[-164.63869    142.70457    -41.48605     41.21754     16.174034
   -5.580434     7.6316433    5.6135707    0.7995733  -10.474629
   -2.3371587   -0.4905388   -3.068359 ]",reggae
"[-177.44118      98.32117      14.729943     21.141994     14.945246
   10.197005      4.9809175     0.8440798     4.833774      6.8653493
    3.542343     -0.35030088    0.57976717]",reggae
"[-97.79847   108.82947   -24.920456   21.30602    12.562689    7.773273
  -3.2863526   3.5319328   0.6895101   4.1941905  -9.668842    4.2639046
   2.458041 ]",reggae
"[-191.19943     96.34123    -17.658962    24.837397    -0.889669
   26.334473   -12.93426     19.635569    -9.790512    16.973425
   -8.587678    11.4229355   -8.202379 ]",reggae
"[-91.45285    98.79366   -23.196144   46.873005   -6.8470945  29.29433
  -9.957947   25.666126  -10.203301   19.623264   -8.207199   13.411509
  -6.494058 ]",reggae
"[-104.97809     66.42009     -2.311486    24.598465     8.404793
    6.7628636    1.6792358    5.1807957    1.047926     2.1903608
    2.9473705    4.5740833    4.2007256]",reggae
"[-151.81317    105.13033     -6.1609178   47.94136     11.341761
   15.082948    11.639795     6.6186438    6.823285     2.3987532
   -1.034365    -0.2174554   -0.6371479]",reggae
"[-89.39791   93.79924  -14.558413  54.38949  -33.50723   19.428232
 -19.761513  13.029956 -13.86451   14.617379 -14.972617  10.598986
 -18.020245]",blues
"[-3.0566437e+02  1.1307102e+02  1.2107334e+01  4.5052197e+01
  1.7734385e+01  1.4590071e+01  4.1479959e+00  2.2631137e-01
 -7.0215869e+00  1.3646477e+01  8.9142103e+00  1.3037987e+00
  5.9549789e+00]",blues
"[-163.24342     89.78384     12.974768    80.69835      3.6637852
   39.734093    -5.409266    26.490929   -13.169032     2.7055442
  -20.547697     6.011405    -2.906491 ]",blues
"[-54.706253  119.48301   -34.87408    37.540634  -15.880536   22.081291
 -14.661809   18.532047   -9.647198   11.256581  -11.729359   11.540745
  -6.4318557]",blues
"[-227.2558     137.76518    -14.502317    63.57536      5.601749
   11.988769     1.8891491   -1.8709356   -7.618035    -2.4516425
   -2.8980217   -9.433825   -10.939208 ]",blues
"[-52.707645   74.45461   -18.709469   56.292683   -3.9566317  31.991102
 -16.460793   22.40643   -12.25808    27.22263    -9.23979     7.799893
 -10.568794 ]",blues
"[-30.126768 103.738075 -19.742794  56.41043  -12.707871  20.187706
 -17.338875  16.300972 -18.438002   8.925146 -11.655669  11.209243
  -8.847433]",blues
"[-209.80392    124.46476     10.309394    47.016357     6.478226
   15.41512     -2.0159416    6.726218   -21.543222    10.720836
   -5.5328465   -2.1957276   -3.0491858]",blues
"[-2.8464056e+02  1.0880131e+02  9.0853186e+00  5.1198063e+01
  1.8071890e+01  7.6021547e+00  8.7557163e+00  2.3540907e+00
  3.3670824e-03  2.2484956e+00  4.1991253e+00 -3.2830639e+00
  1.6176828e+00]",blues
"[-233.77281    120.66434     -3.1640928   39.514828     3.8315244
   18.828156    -3.678738     4.4254684  -14.964927    17.571478
    1.8461251    2.5500886   -1.230239 ]",blues
"[ -2.5430121 101.26547   -33.93092    41.52805   -13.817938   31.923832
 -21.87654    24.470266  -15.874413   15.808346  -14.370206   12.51434
 -13.378109 ]",blues
"[-109.1407     100.619644    -8.666454    47.35473     -6.568465
   39.617756    -8.521924    29.572609   -16.594837    13.170881
  -24.213415     6.5830193   -8.652447 ]",blues
"[-76.74659   105.75112   -43.19778    60.959892   -8.785326   21.246374
 -12.868538   18.610828  -11.409451   14.548588   -6.0564647  12.7332
  -9.375089 ]",blues
"[-109.53125    86.9288     -8.606026   64.480484   -6.302876   43.645935
   -8.295385   28.543201  -14.081492    8.137968  -21.48412    11.087112
   -5.095304]",blues
"[-213.26424     115.16476     -11.69817      39.015358    -20.34833
   13.082702     -9.182699      9.017152    -14.104312      4.2712545
   -6.0507803     3.7858355     0.22263557]",blues
"[-107.203255    88.49288     -4.1719      55.477848    -8.0177145
   38.413597    -6.4136605   28.57575    -19.81994     13.2446995
  -19.248566    12.076122    -4.582267 ]",blues
"[-27.024075 107.31879  -46.839245  40.927616 -21.476635  24.832184
 -18.939482  15.274643 -15.052192  12.273417 -15.24018   14.332184
 -13.839795]",blues
"[-121.47392     96.09719    -19.590857    48.038452   -38.784626
   24.768978   -32.94141      8.102541   -17.818922     6.1178603
  -19.995436     6.80034    -19.33321  ]",blues
"[-116.60201     97.43107    -13.89173     48.96764    -22.596458
   27.759014   -20.245163    18.638865   -14.6395855    8.482747
  -16.644682    11.017631   -13.866875 ]",blues
"[-92.73328   115.32343   -35.068222   57.875343    1.8522309  26.61314
 -14.536868   22.12833    -8.207463   11.016058   -5.6494255   7.2786427
 -10.204165 ]",blues
"[-190.0688      130.27023     -36.362114     33.036213     11.093892
   -0.59188175  -20.890266      0.27844235   -6.496385     -5.5127354
   -7.847404     -3.1243007    -6.6028214 ]",blues
"[-29.367115  108.666985  -25.570349   38.460896  -18.340786   21.792147
 -25.148396   22.39537   -17.588984   14.681227  -12.085815    5.48115
  -7.6935263]",blues
"[-148.64699     145.77013      -9.366608     48.437965     10.546017
   18.008686     -2.638738     16.953346    -11.500735      8.725779
   -8.186317      3.2097275    -0.68163383]",blues
"[-180.20891     131.43243       0.60078645   43.153095     14.135329
   25.614765     -5.311873     12.027975    -13.535558     -1.1057279
   -7.6164737     2.714974      0.7783585 ]",blues
"[ -3.5798953  92.929634  -25.082928   45.179504  -10.856173   31.8634
 -18.044388   28.626354  -10.2277155  14.668069  -14.905226   14.741958
 -15.603514 ]",blues
"[-39.007614  112.05693   -31.819195   38.235607   -6.3202114  23.32046
 -18.772533   23.93102   -10.932699   13.236961  -14.371818   13.3270645
 -10.916337 ]",blues
"[-110.285034    90.71587     -2.5352983   74.0649     -11.763082
   39.210945   -13.171311    20.544195   -17.162983    12.8139715
  -21.437147     5.957196    -8.026906 ]",blues
"[-238.96988    108.68232     34.158817    30.20716     -0.4982213
   27.279755   -21.37793     14.166391   -24.509224    -1.8904003
  -28.051817   -11.25711    -16.457558 ]",blues
"[-177.80174    118.20316    -17.57063     30.760927   -21.742554
   11.919263   -20.734299     3.1852882   -8.580818    -0.9328851
  -11.772245    -2.408764    -9.348446 ]",blues
"[-82.52998   94.16451  -27.112604  75.65927  -27.521812  35.577274
 -20.303492  25.112028 -15.370209  11.353975 -13.391489   8.147321
  -8.500548]",blues
"[-145.29242    102.850784   -12.567546    56.993618     2.2211056
   26.614082    -4.29843     17.341423    -8.016129    15.237474
   -6.9487624    7.4706607  -10.477944 ]",blues
"[-144.92339    95.732994  -21.616442   49.62627   -29.88752    29.351145
  -18.850819   17.902308   -9.670823    5.516722   -9.557408    6.359987
  -21.088718]",blues
"[-350.35263    169.53174     31.771353    16.71844     28.658941
   19.246178     7.845076    10.037885     4.7406454    2.9217067
    3.900229     1.8129543   -5.969145 ]",blues
"[-233.72897    101.19028     17.647955    23.734173     2.0825465
   25.936394   -16.956385    15.084952   -22.273954     4.38161
  -23.201656    -6.050581    -5.0679264]",blues
"[-160.35417     126.20948     -35.581394     22.139256    -32.47355
   10.850702    -23.35007       0.49324897  -11.796539      1.2035191
  -13.084959     -2.8104997    -6.9344707 ]",blues
"[-206.93233   117.80414    23.241365   28.308992   -1.126013   18.867393
  -21.973022   17.844067  -25.595348    2.139523  -17.782476   -8.011028
  -17.610441]",blues
"[-155.5764     125.66273      1.5785835   45.839695     0.9277813
   25.383114   -10.812056    15.559012   -11.919289     1.2735378
   -6.6728826   -0.7844177   -7.74382  ]",blues
"[-173.81046    137.17354    -23.723028    26.979671   -16.675209
    4.1947274  -12.571786     5.851667    -2.876949    -1.1783822
   -1.9682394    1.8011789   -3.0069497]",blues
"[-225.26271    117.62649    -14.538812    64.79437     12.911809
   19.036669    10.6702       9.886924    -2.3937402   11.683764
    1.541284     3.0635996   -7.6256156]",blues
"[-182.60481     90.67421     14.124648    67.55299      2.6751468
   38.430412    -8.419176    24.123713   -13.794528     4.8405757
  -16.67912      5.8271174   -5.146392 ]",blues
"[-86.268684  91.95878  -23.41585   68.26197   -3.884853  22.747065
  -9.897946  16.88897  -11.390698  18.429132  -7.012551  10.759533
 -11.943846]",blues
"[-230.36378    127.07773      7.1146965   39.767056     1.9217218
   17.410606    -5.626918     8.2406645  -18.116041    13.844725
   -3.7571108    2.579849    -4.3167143]",blues
"[-332.2246      128.08928      28.80515      41.830193     31.214472
   23.334787      5.784112      9.001364     -3.8817165     3.731323
   -0.87422895   -0.4391901     1.4851279 ]",blues
"[-6.7761024e+01  1.1171130e+02 -3.4646255e+01  6.1319546e+01
  4.4202104e-02  3.0561480e+01 -1.2693844e+01  2.1164927e+01
 -1.3122508e+01  1.6284252e+01 -6.3370161e+00  1.2300311e+01
 -1.2475308e+01]",blues
"[-288.7327     105.90115     18.776207    23.682646     5.682041
   25.54894    -13.463247    12.437668   -11.963671     1.5746144
  -15.640525    -6.632071   -11.693039 ]",blues
"[-206.24908     126.61618      10.596903     43.210163     12.49674
   19.425371      0.35838872   12.735203     -4.57919       4.0611596
   -4.404285      3.6691213    -1.455245  ]",blues
"[-130.57875    139.96141     -1.282277    39.30623     -6.344084
   19.76829    -11.21256     27.240303   -16.548758     7.028904
   -1.1964594    1.6060344   -6.6385465]",blues
"[-95.46357   101.38746   -20.677706   48.668915  -30.248262   20.8077
 -18.291418   14.138235  -12.79949    13.443616  -14.068502    7.7323503
 -19.215458 ]",blues
"[-252.48178     104.94516      15.296445     42.68784       6.770452
   21.611765     -1.3111783     5.681745    -16.636873     12.16935
   -1.9619533     1.9602653    -0.89822775]",blues
"[-19.882248  98.88733  -24.475315  49.579945 -16.198494  30.193226
 -18.027517  27.552814 -11.407699  14.870685  -8.914958  11.668755
 -10.893211]",blues
"[-106.39663    102.66919    -20.160875    59.366917    -9.960423
   33.70237    -14.18707     23.524565   -13.328021    16.00551
  -18.926495     7.8249483   -7.797836 ]",blues
"[-194.2843      151.84703      -1.1988219    39.18811      16.589046
   18.247795     -1.397014     14.86903     -11.620168      2.4414866
   -5.0819397     3.9376056    -0.89880383]",blues
"[-2.38519623e+02  1.20102188e+02 -4.22194767e+00  4.22945938e+01
  5.92382145e+00  1.39113979e+01  5.35052347e+00  1.89526713e+00
 -1.69280872e+01  1.23431454e+01  3.93889952e+00 -1.39668298e+00
  1.30277015e-02]",blues
"[-328.56018     102.709816     19.872597     26.714405      7.1520658
   22.708387     -6.9570885    12.789707    -10.729283     -0.44259915
  -12.386709     -8.909131     -9.215009  ]",blues
"[-133.04897    105.73889    -22.158222    41.830692   -26.992502
   19.118572   -26.566029    19.235983   -15.342011     6.989914
  -10.81438      6.7986693  -11.726956 ]",blues
"[-199.57513     150.0861        5.663404     26.855282      1.7700715
   14.232647     -4.827845      9.286853     -0.75612015    8.134435
   -3.200026      6.078081     -2.478445  ]",blues
"[-200.18538     116.348595     17.990738     25.287695      0.28717074
   24.193773    -22.253931     11.182934    -26.854319     -7.637254
  -24.876745    -12.010829    -17.024942  ]",blues
"[-177.56758    115.369        9.970585    54.043877     7.624311
   28.312319    -9.054929    20.04951    -15.044513     6.2095737
   -5.692567     1.3833519   -5.8288145]",blues
"[-86.491806   92.72617   -15.342206   54.05328     0.8746949  31.574251
 -14.615236   23.328945  -14.971667   15.337374   -7.053953   12.179845
  -6.0996013]",blues
"[-98.7711    104.79962   -35.097168   60.695198   -2.8405914  22.22947
  -7.8310776  19.035414  -11.572287   17.017876   -5.3780265  12.197646
  -9.955081 ]",blues
"[-217.18364    105.78522     15.602849    25.24884     -1.4500506
   30.19327    -17.716623    17.319042   -27.213608     4.338282
  -20.0573     -10.700285   -14.228785 ]",blues
"[-118.35662     74.87531    -19.86609     46.944565   -32.559826
   23.820112   -26.355211    17.678152   -13.824853    11.931674
  -17.888668     7.5392737  -22.89513  ]",blues
"[-248.98882     139.05774     -16.27087      57.137146     20.188509
   10.186956      4.5429106     0.3310716    -7.8745785    -3.4545717
   -2.6574361    -2.8329575    -0.90465856]",blues
"[-57.94168   109.0066    -36.21867    64.044914    1.4201571  26.318415
 -17.484892   20.42565    -9.550732   18.168364   -6.064984   13.874472
 -11.29574  ]",blues
"[-113.20137     88.7261      -8.926565    49.474174   -34.579094
   15.856428   -17.74022     14.70729    -11.190547    15.368716
  -15.0683975    8.74908    -18.629265 ]",blues
"[-121.38979    122.49833    -14.734729    46.12214     -8.179258
   20.172466   -19.171894    23.036839   -11.832729    21.154655
   -6.7227974    6.989506   -12.730551 ]",blues
"[-90.67999  100.10962  -23.938423  52.602547 -20.937443  31.501324
 -11.228661  20.089375 -10.90247   17.561745 -14.096043  12.994767
 -11.434561]",blues
"[-301.70804    111.53328     21.896053    16.15057      8.19879
   22.081917    -8.601798     1.4827529  -17.077759    -8.343712
  -17.010778   -10.576027   -15.687029 ]",blues
"[-233.96312    136.14453      3.3066366   48.930626     8.705184
   13.989511     5.3627157    0.4101891  -13.483557    16.860369
    5.134752    -2.2307272    3.9538214]",blues
"[-85.13846   88.807526 -16.32557   59.228165 -35.98338   14.397045
 -22.296473   9.660774 -14.823983  11.181689 -14.806866   8.475102
 -19.587511]",blues
"[-264.67126    138.85434     11.167329    48.523926    14.904312
   20.586437     3.2061763    1.2635795  -15.839374    15.975112
    3.358218    -1.506641     1.8969209]",blues
"[-192.69032    111.157486    21.351843    26.396648    -0.6495014
   23.48705    -25.476696    16.92198    -16.971931     5.785404
  -25.736197    -5.053074   -17.632252 ]",blues
"[-118.70432     87.64562      6.5529914   45.102318   -38.91159
   20.823198   -26.864548    13.807368   -17.236187     5.111261
  -15.712021     3.9887707  -27.53658  ]",blues
"[-177.25548    136.2347     -26.89329     36.36897    -18.752977
   20.8976      -1.7674739    3.010469    -5.596907     5.6413455
   -8.101526     5.6564813  -10.778818 ]",blues
"[-255.96312    110.83974     21.46607     67.558914     4.2955728
   43.095005    -4.5027637   10.435256    -8.718684     1.6503065
  -20.581207    -2.4358413   -7.146028 ]",blues
"[-90.757164 140.44087  -29.084547  31.686693 -13.976547  25.753752
 -13.66499   11.634442 -11.778322   9.714756 -13.125314   5.791247
  -8.901968]",blues
"[-55.631004  114.95141   -37.049217   64.900314   -7.1699824  15.256333
 -16.24762    18.646315   -9.762152   21.460814   -5.662462   12.79181
 -16.540878 ]",blues
"[-207.52383    123.98514      8.94702     35.86715      2.9095948
   21.519472    -8.556513    23.370676   -10.103608    11.899242
   -5.558824     5.3778763   -2.234492 ]",blues
"[-2.3630539e+02  1.6168063e+02 -1.1661637e+00  2.7278690e+01
  9.5865126e+00  2.0620241e+01  2.2744045e-01  1.3798597e+01
 -5.0903940e-01  1.0175200e+01 -4.4575562e+00  5.5087075e+00
 -3.7265837e+00]",blues
"[-159.5804      69.806015    -4.402107    76.845116     3.914898
   45.175888    -4.860274    32.20158     -9.805074     7.809358
  -21.826738     9.69575     -2.5847607]",blues
"[-95.44059   105.23433   -26.953482   60.816486   -4.854668   21.54347
 -13.520524   12.1355295 -20.231928   12.156194   -5.2262135  10.267819
  -9.4598   ]",blues
